编号,测试用例名称,前置条件,测试步骤,url,method,data,是否运行,后置条件,期望结果（future）,返回结果
1,通道1状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 1 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道1dut端寄电器,/relay/connect,GET,?command='a1'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),2.打开通道1ch端寄电器,/relay/connect,GET,?command='a1'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
,,sleep(1),3.连接万用表,/fluke/connect,GET,/ASRL3::INSTR,是,,,{'result': 'Connection Successful'}
,,sleep(2),4.取万用表的值,/fluke/query,GET,/ASRL3::INSTR,是,,,{'result': '0.000034 VDC\r\n'}
,,sleep(1),5.关闭通道1dut端寄电器,/relay/connect,GET,?command='b1'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),5.关闭通道1ch端寄电器,/relay/connect,GET,?command='b1'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
2,通道2状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 2 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道2dut端寄电器,/relay/connect,GET,?command='a2'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),2.打开通道2ch端寄电器,/relay/connect,GET,?command='a2'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
,,sleep(1),3.连接万用表,/fluke/connect,GET,/ASRL3::INSTR,是,,,{'result': 'Connection Successful'}
,,sleep(2),4.取万用表的值,/fluke/query,GET,/ASRL3::INSTR,是,,,{'result': '0.000022 VDC\r\n'}
,,sleep(1),5.关闭通道1dut端寄电器,/relay/connect,GET,?command='b2'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),5.关闭通道1ch端寄电器,/relay/connect,GET,?command='b2'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
3,通道3状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 3 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道3dut端寄电器,/relay/connect,GET,?command='a3'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),2.打开通道3ch端寄电器,/relay/connect,GET,?command='a3'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
,,sleep(1),3.连接万用表,/fluke/connect,GET,/ASRL3::INSTR,是,,,{'result': 'Connection Successful'}
,,sleep(2),4.取万用表的值,/fluke/query,GET,/ASRL3::INSTR,是,,,{'result': '0.000033 VDC\r\n'}
,,sleep(1),5.关闭通道1dut端寄电器,/relay/connect,GET,?command='b3'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),5.关闭通道1ch端寄电器,/relay/connect,GET,?command='b3'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
4,通道4状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 4 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道4dut端寄电器,/relay/connect,GET,?command='a4'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),2.打开通道3ch端寄电器,/relay/connect,GET,?command='a4'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
,,sleep(1),3.连接万用表,/fluke/connect,GET,/ASRL3::INSTR,是,,,{'result': 'Connection Successful'}
,,sleep(2),4.取万用表的值,/fluke/query,GET,/ASRL3::INSTR,是,,,{'result': '0.000028 VDC\r\n'}
,,sleep(1),5.关闭通道1dut端寄电器,/relay/connect,GET,?command='b4'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),5.关闭通道1ch端寄电器,/relay/connect,GET,?command='b4'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
5,通道5状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 5 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道5dut端寄电器,/relay/connect,GET,?command='a5'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),2.打开通道3ch端寄电器,/relay/connect,GET,?command='a5'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
,,sleep(1),3.连接万用表,/fluke/connect,GET,/ASRL3::INSTR,是,,,{'result': 'Connection Successful'}
,,sleep(2),4.取万用表的值,/fluke/query,GET,/ASRL3::INSTR,是,,,{'result': '0.000033 VDC\r\n'}
,,sleep(1),5.关闭通道1dut端寄电器,/relay/connect,GET,?command='b5'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
,,sleep(1),5.关闭通道1ch端寄电器,/relay/connect,GET,?command='b5'&url='192.168.90.211',是,,,{'result': 'Connection Successful'}
6,通道6状态5,sleep(4),1.执行exp脚本,/ethercat/sent,POST,"{
    ""ip"": ""192.168.10.207"",
    ""user"": ""rtpc"",
    ""passwd"": ""sv123"",
    ""command"": ""echo 'sv123' | sudo -S -p '' -u root bash -c 'nohup expect mfiu.exp 6 5'"",
    ""mastr"": ""none""
}",是,,,{'result': ''}
,,sleep(1),2.打开通道6dut端寄电器,/relay/connect,GET,?command='a6'&url='192.168.90.210',是,,,{'result': 'Connection Successful'}
